source,target,weight,type
7250,16755,1,follow
7250,15141,2,like
7250,8025,1,dislike
7250,17074,1,like
7250,15911,1,like
7250,991,1,follow
7250,14159,2,dislike
7250,16180,1,follow
7250,7393,1,like
7250,13823,2,dislike
7250,2845,1,like
7250,999,1,follow
7250,8817,1,dislike
7250,14217,2,like
7250,1462,1,follow
7250,12494,1,like
7250,19209,1,follow
7250,13870,1,like
7250,9988,1,like
7250,190,1,like
7250,1077,1,dislike
7250,8844,1,like
7250,12412,1,follow
7250,6983,1,dislike
7250,701,1,like
7250,14855,1,dislike
7250,6622,1,follow
7250,16486,1,like
7250,20748,1,dislike
15443,15274,1,follow
15443,11040,2,follow
15443,11800,1,like
15443,11458,1,follow
15443,10351,1,like
15443,11207,1,like
15443,8312,1,dislike
15443,12412,1,like
15443,8214,1,like
15443,14895,1,follow
15443,8702,1,follow
15443,1243,1,follow
15443,18527,1,follow
15443,525,1,dislike
15443,6629,1,dislike
15443,3039,1,like
15443,6465,1,like
15443,7646,1,dislike
15443,15042,1,follow
15443,19873,1,dislike
15446,14907,1,follow
15446,18527,1,like
15446,15381,1,follow
15446,12412,1,like
15446,14644,1,dislike
15446,2135,1,like
15446,19209,1,follow
15450,9812,1,like
15450,14292,1,like
15450,12067,1,like
15450,16158,1,like
15450,9630,1,like
15450,11871,2,like
15450,20748,1,like
15450,20804,1,follow
15450,17615,1,follow
15450,15040,1,follow
15450,12041,1,like
15450,11930,1,follow
15450,9122,1,follow
15450,14379,1,like
15450,9179,1,follow
15450,10299,1,follow
15450,11515,1,like
15450,11936,1,like
15450,15602,1,follow
15450,2784,1,follow
15450,8214,1,follow
15450,14163,1,follow
15450,16637,1,like
15450,12412,1,follow
15450,10655,1,like
15450,7989,1,like
15450,13834,1,follow
15450,16779,1,dislike
15450,170,1,follow
15450,7262,1,follow
15450,13035,1,like
15450,19873,1,like
15450,6622,1,like
15450,14855,1,like
15450,16036,1,follow
15450,13998,1,follow
15450,6849,1,like
15450,16972,1,like
15450,2738,2,like
15450,8054,1,like
15450,13913,1,follow
15450,1178,1,like
15450,9282,1,follow
15450,8039,1,follow
15450,991,1,dislike
15450,12511,1,follow
15450,15185,2,like
15450,15129,1,dislike
15450,12529,1,like
15450,15985,1,dislike
15450,16464,1,follow
15450,9123,1,like
15450,8586,1,follow
15450,16486,1,dislike
15450,8193,1,like
15450,8782,1,like
15450,12255,1,follow
15450,14923,2,like
15450,14491,1,follow
15450,8073,1,follow
15450,1064,1,like
15450,14679,1,like
15450,2691,1,like
15450,14808,1,follow
15450,8312,1,dislike
15450,20342,1,dislike
15450,14832,1,dislike
15450,9038,1,follow
15450,16125,1,like
15450,9567,1,dislike
15450,15450,2,like
15450,13851,1,dislike
15450,12185,1,follow
15450,19209,1,follow
15450,13830,1,follow
15450,13505,1,follow
7262,15914,1,follow
7262,15876,1,follow
7262,8682,1,like
7262,8774,1,unfollow
7262,11871,1,follow
7262,13391,1,follow
7262,135,1,like
7262,8439,4,like
7262,16676,2,like
7262,12055,1,like
7262,11959,1,like
7262,11620,1,follow
7262,11796,1,follow
7262,6463,1,follow
7262,16443,1,follow
7262,9630,1,like
7262,19596,1,follow
7262,8872,1,like
7262,15200,1,follow
7262,16036,1,follow
7262,9535,1,follow
7262,19209,2,follow
7262,17039,1,like
7262,170,2,follow
7262,14907,1,like
7262,11597,1,follow
7262,14685,1,like
7262,12412,1,unfollow
7262,6629,1,follow
7262,11958,1,like
7262,14221,1,like
7262,13899,1,like
7262,14379,1,like
7262,11943,1,follow
7262,9451,1,follow
7262,1103,1,like
7262,7262,2,like
7262,12168,2,like
7262,6922,1,like
7262,14910,1,follow
7262,8191,1,follow
7262,8798,2,follow
7262,11394,1,like
7262,10887,1,follow
7262,9068,1,like
7262,13879,1,follow
7262,8802,1,like
7262,16125,2,follow
7262,9660,1,like
7262,8214,1,unfollow
7262,14451,1,like
7262,8193,1,follow
7262,3039,1,like
7262,15918,1,follow
7262,14676,1,follow
7262,20282,1,dislike
7262,9688,1,unfollow
7262,16020,1,dislike
7262,14895,1,dislike
7262,2087,1,dislike
15455,16234,1,like
15455,16038,1,like
15455,20804,1,like
15455,17127,1,follow
15455,11871,1,follow
15455,11672,1,follow
15455,9451,3,like
15455,11953,1,like
15455,11789,1,follow
15455,11835,1,like
15455,10078,1,follow
15455,10234,1,like
15455,13902,1,like
15455,12009,1,like
15455,1035,1,like
15455,9885,1,follow
15455,17151,2,dislike
15455,10662,1,follow
15455,1636,1,follow
15455,9884,1,like
15455,117,1,dislike
15455,12168,1,follow
15455,8055,2,dislike
15455,7443,1,like
15455,2993,1,like
15455,12390,1,like
15455,12234,1,like
15455,88,1,follow
15455,1922,1,follow
15455,7908,1,follow
15455,6463,1,follow
15455,13916,1,like
15455,11128,1,follow
15455,9656,1,like
15455,15455,1,dislike
15455,2224,1,dislike
15455,9283,1,follow
15455,16502,1,like
15455,17201,1,follow
15455,15519,1,like
15455,1906,1,dislike
15455,8960,1,like
15455,14491,2,follow
15455,13736,1,like
15455,16200,1,like
15455,15666,2,like
15455,12412,1,follow
15455,16731,1,dislike
15455,2096,1,follow
15455,1364,1,like
15455,7086,1,follow
15455,6332,1,like
15455,10058,1,like
15455,14478,1,like
15455,8782,1,like
15455,7642,1,like
15455,8788,1,follow
15455,3016,1,like
15455,1810,1,like
15455,15790,1,like
7267,10757,1,like
7267,740,1,like
7267,10835,1,like
7267,12204,1,follow
7267,9477,1,follow
7267,14478,1,follow
7267,14459,1,follow
7267,8267,1,follow
7267,8312,1,follow
7267,19843,1,like
7267,9452,1,like
7267,7641,1,like
7267,9567,1,like
7267,8835,1,follow
7267,7267,1,like
7267,14491,1,follow
7267,7024,1,like
7267,6465,1,like
7267,6629,1,follow
7267,20342,1,like
7268,653,1,follow
7268,15185,1,follow
7268,11856,1,follow
7268,19919,1,follow
7268,16675,1,follow
7268,1027,1,follow
7268,1490,1,like
7268,8026,1,follow
7268,10490,1,like
7268,13834,1,dislike
7268,6288,1,like
7268,9630,1,like
7268,8807,1,like
7268,6298,1,dislike
7268,8844,1,follow
7268,16358,1,dislike
7268,1103,1,like
7268,7268,2,like
7268,12412,1,like
7268,992,1,like
7269,7335,1,follow
7269,14478,5,like
7269,19209,1,like
7269,3430,2,like
7269,1027,1,follow
7269,7269,1,like
7269,1990,1,like
7269,12412,1,follow
7269,13902,1,follow
7269,8722,1,follow
7269,8648,1,dislike
7269,8822,1,like
7269,14412,1,follow
7269,8312,1,like
7269,16619,1,dislike
7269,14491,1,follow
7273,16125,1,follow
7273,7273,6,like
7273,11958,1,like
7273,16619,1,follow
7273,16565,1,like
7273,16036,1,follow
7273,11919,1,follow
7273,12009,1,like
7273,20748,1,follow
7273,12167,1,like
7273,10853,1,follow
7273,11693,1,follow
7273,16573,1,follow
7273,7456,1,like
7273,15837,1,like
7273,7635,1,dislike
7273,19366,1,like
7273,11936,1,follow
7273,8036,1,follow
7273,19209,1,follow
7273,5327,1,follow
7273,20435,1,follow
7273,8054,1,follow
7273,15715,1,like
7273,936,1,follow
7273,12412,1,dislike
7273,13552,1,follow
7273,16410,1,follow
7273,11468,1,like
7273,15909,1,like
7273,2087,1,follow
7273,1054,1,follow
7273,8901,1,like
7273,10480,1,follow
7273,8026,1,like
7273,13913,1,follow
7273,6390,1,like
7273,2831,1,follow
7273,8301,1,dislike
7273,8417,1,like
7273,19629,1,like
7273,15040,1,like
7273,15918,1,like
7273,8081,1,like
7273,6552,1,dislike
7273,8022,1,dislike
7273,14440,1,like
7273,17004,1,dislike
7273,6465,1,dislike
7273,2734,1,dislike
7273,15834,1,like
7273,13980,1,dislike
7273,13830,1,follow
7274,19873,2,like
7274,3581,1,follow
7274,20613,1,follow
7274,12047,1,follow
7274,2128,1,follow
7274,9630,1,follow
7274,7748,1,follow
7274,19209,1,follow
7274,11650,1,follow
7274,17615,1,like
7274,7274,1,like
7274,12412,1,like
7274,9703,1,follow
7274,11949,1,like
7274,6288,1,follow
7274,739,1,follow
7274,11636,1,like
7274,9534,1,like
15479,11922,1,like
15479,19873,1,like
15479,10131,1,follow
15479,14451,1,follow
15479,13916,1,dislike
15479,6622,1,follow
15479,8911,1,follow
15479,3793,1,follow
15479,8831,1,dislike
15479,8312,1,follow
15479,15479,1,like
15479,12412,1,follow
15479,6463,1,like
15479,7522,1,follow
15479,16119,1,follow
15479,19209,1,follow
15486,15486,2,like
15486,19596,1,like
15486,3039,1,follow
15486,6599,1,follow
15486,15918,1,like
15486,1059,1,follow
15486,7122,1,dislike
15486,999,1,dislike
7295,20748,1,follow
7295,16169,1,follow
7295,8911,1,follow
7295,7377,1,follow
7295,10490,1,follow
7295,11850,1,like
7295,7700,1,like
7295,14463,1,like
7295,10159,1,follow
7295,14996,1,like
7295,8312,1,follow
7295,8054,1,dislike
7295,12412,1,follow
7295,15168,1,like
7295,1027,1,like
15499,15315,1,like
15499,12376,1,like
15499,8865,1,unfollow
15499,17127,1,like
15499,14165,1,like
15499,10520,1,like
15499,1103,1,follow
15499,11752,2,like
15499,12086,1,follow
15499,11976,1,follow
15499,16676,1,follow
15499,1741,2,follow
15499,12119,1,follow
15499,9768,1,follow
15499,1070,1,like
15499,8267,1,follow
15499,15627,1,follow
15499,11953,1,follow
15499,12168,1,follow
15499,1617,1,follow
15499,11287,1,like
15499,15499,4,like
15499,11950,1,follow
15499,9071,1,follow
15499,19432,1,follow
15499,7226,1,follow
15499,14463,1,follow
15499,8963,1,follow
15499,14326,1,follow
15499,16047,1,like
15499,7722,1,follow
15499,1917,1,like
15499,1027,1,like
15499,10325,1,like
15499,11012,1,like
15499,9991,1,follow
15499,10380,1,follow
15499,1475,1,follow
15499,117,1,follow
15499,10218,2,like
15499,7726,1,dislike
15499,15320,1,like
15499,7021,1,dislike
15499,1077,1,like
15499,14471,1,like
15499,7192,1,follow
15499,12412,1,follow
15499,11796,1,dislike
15506,6311,1,follow
15506,14910,1,follow
15506,7446,1,follow
15506,6288,1,like
15506,17005,1,follow
15506,16169,1,like
15506,16180,1,dislike
15506,12412,1,follow
15506,8865,1,like
15506,18738,1,like
15506,6465,3,like
15506,7522,1,follow
15506,8679,1,like
15506,14491,1,follow
15506,14488,1,dislike
15506,7232,1,follow
15506,6922,1,like
15506,7885,1,like
15506,7722,1,like
15506,7404,1,like
15506,6445,1,follow
7315,12412,1,follow
7315,6292,1,follow
7315,1509,1,like
7315,19873,1,like
7315,9630,1,unfollow
7315,14451,1,like
7315,13233,1,unfollow
7315,9633,2,like
7315,3039,1,like
7315,16676,1,like
7315,13391,1,like
7315,12111,1,follow
7315,8271,1,like
7315,14910,1,dislike
7315,916,1,follow
7315,11620,1,dislike
7315,19366,1,like
7315,5386,1,follow
7315,17074,1,like
7315,9204,1,follow
7315,14350,1,like
7315,14391,1,follow
7315,16885,1,follow
7315,8252,1,follow
7315,7315,3,like
7315,16443,1,follow
7315,8312,1,dislike
7315,11386,1,like
7315,14459,1,like
7315,1774,1,dislike
7315,13913,1,like
7315,16486,1,dislike
7315,1979,1,follow
7315,2843,1,like
7317,653,1,follow
7317,2927,1,like
7317,12168,1,follow
7317,8760,1,follow
7317,7317,1,dislike
7317,7069,1,like
7317,8821,1,like
7317,15765,1,follow
7317,14563,1,like
7317,2738,1,like
7317,10937,1,like
7317,16169,1,follow
7317,117,1,follow
7317,7210,1,like
7317,10207,1,follow
7317,16038,1,like
7317,16020,1,dislike
7317,9826,1,like
7317,8026,1,like
7317,7377,1,follow
7317,8312,1,dislike
7317,8271,1,like
7317,12379,1,like
7317,1490,1,dislike
7317,12412,1,follow
7317,135,1,dislike
7317,6283,1,follow
7317,8214,1,like
7317,17066,1,dislike
7317,1821,1,like
7317,16675,1,follow
7317,13552,1,dislike
7317,7726,1,follow
7317,13385,1,dislike
7317,15834,1,like
15514,15514,1,like
15519,2569,1,follow
15519,15519,2,like
15519,16288,1,like
15519,10663,1,follow
15519,8026,1,like
15519,16676,1,like
15519,13823,1,like
15519,10634,1,follow
15519,13505,1,like
15519,9476,1,like
15519,15450,1,follow
15519,2702,1,like
15519,15315,1,like
15519,15985,1,like
7332,17201,1,follow
7332,8841,1,like
7332,7332,2,like
7332,16193,1,like
7332,11236,1,follow
7332,8929,1,like
7332,8994,1,follow
7332,6465,1,like
7332,12412,1,follow
7332,8217,1,follow
7332,8833,1,like
7332,2738,1,like
7332,7317,1,follow
7332,13031,1,like
7332,9733,1,like
7332,9560,1,follow
7332,15455,1,follow
7332,13233,1,like
7332,9703,1,follow
7332,8802,1,like
7332,2504,1,like
7332,7657,1,dislike
7332,16676,1,like
7332,16675,1,follow
7332,8426,1,follow
7332,7243,1,like
7332,17640,1,dislike
7332,17813,1,follow
7332,6622,2,like
7332,8422,1,like
7332,2281,1,like
7332,20342,1,dislike
7332,13385,1,like
7332,16602,1,like
7335,15618,1,like
7335,6298,1,dislike
7335,6288,1,follow
7335,960,1,follow
7335,13056,1,like
7335,10928,1,like
7335,9803,1,dislike
7335,6629,1,follow
7335,12412,3,like
7335,13465,1,follow
7335,7335,2,like
7335,8653,1,follow
7335,10177,1,like
7335,8312,1,follow
7335,19596,1,follow
7335,15602,1,like
7335,19432,1,dislike
7335,2738,1,follow
7335,17004,1,follow
7335,7911,1,dislike
7335,8317,1,like
7335,7246,1,follow
7353,14996,1,like
7353,7353,1,dislike
7353,11215,1,follow
7353,6599,1,dislike
7353,15200,1,dislike
7353,7529,1,follow
7353,9826,1,follow
7353,8833,1,like
7353,10112,1,like
7353,8830,1,like
7353,8026,1,follow
7353,16038,1,like
7353,7780,1,follow
7353,2691,1,dislike
7353,1917,1,dislike
7353,12412,1,follow
7359,7900,1,like
7359,8044,1,follow
7359,6332,1,follow
7359,10661,1,like
7359,6861,1,follow
7359,9939,1,like
7359,7069,1,like
7359,9826,2,like
7359,16125,1,follow
7359,9703,2,like
7359,14849,1,follow
7359,6377,1,like
7359,8682,1,dislike
7359,8267,1,like
7359,9074,1,like
7359,7636,2,like
7359,1835,1,follow
7359,10718,1,follow
7359,7925,1,like
7359,6622,1,follow
7359,6298,1,like
7359,13851,1,like
7359,8312,1,follow
7359,12412,2,like
7359,14218,1,dislike
15555,11796,2,unfollow
15555,15555,2,dislike
15555,11966,1,like
15555,9452,2,dislike
15555,16576,1,follow
15555,8770,1,like
15555,1017,1,follow
15555,2933,1,follow
15555,17079,1,like
15555,15827,1,follow
15555,281,1,like
15555,283,1,dislike
15555,15074,1,like
15556,7680,1,like
15556,15565,1,follow
15556,6930,1,like
15556,8872,1,follow
15556,9068,1,follow
15556,15556,1,dislike
15556,11841,1,like
15556,8439,1,follow
15556,14950,1,follow
15556,13775,1,follow
15556,11922,1,follow
15556,8877,1,like
15556,15893,1,follow
15556,12412,1,dislike
15556,8925,1,dislike
15556,2591,1,dislike
15556,15677,1,dislike
15556,8214,1,like
15556,16180,1,like
15556,17066,1,dislike
15556,16219,1,unfollow
15556,1528,1,follow
15556,496,1,like
15556,9204,1,follow
15556,1075,1,follow
15556,6599,1,follow
15556,14019,1,like
15556,14459,1,dislike
15556,2883,1,like
15556,15672,1,follow
15556,1571,1,dislike
15557,15557,1,like
15557,9534,1,like
15557,13775,1,follow
15557,7456,1,follow
15557,117,1,like
15557,7529,1,follow
15557,6463,1,follow
15557,1917,1,follow
15557,12412,1,follow
15557,7088,1,dislike
15561,15918,1,follow
15561,13865,1,follow
15561,10663,1,follow
15561,8020,2,like
15561,2784,1,like
15561,16792,1,like
15561,11113,1,follow
15561,13971,1,follow
15561,14217,1,like
15561,2281,2,dislike
15561,7393,1,like
15561,9103,1,follow
15561,2872,1,follow
15561,11676,1,like
15561,20748,1,follow
15561,15893,1,like
15561,16115,1,follow
15561,15866,1,like
15561,1924,1,like
15561,15315,1,follow
15561,2845,1,dislike
15561,1077,1,follow
15561,10861,1,like
15561,15141,1,like
15561,991,1,like
15561,8984,1,like
15561,15561,1,dislike
15561,1075,1,like
15561,16214,1,like
15561,9630,1,like
15561,16180,1,like
15561,16235,1,like
15561,16223,1,follow
15561,7848,1,like
15561,999,1,dislike
15561,1807,1,like
15561,15148,1,unfollow
15561,16200,1,follow
15561,16228,1,like
15561,9988,1,like
15561,8766,1,follow
15561,15446,1,follow
15561,7743,1,like
15561,13870,1,follow
15561,6898,1,follow
15561,8782,1,follow
15561,14644,1,dislike
15561,6622,1,follow
15561,8312,1,like
15561,7853,1,like
15561,12412,1,follow
15561,741,1,like
15561,6465,1,like
15561,6629,1,like
15561,15140,1,dislike
15561,2514,1,like
15561,19209,1,follow
7371,9826,2,like
7371,1621,1,like
7371,14996,1,follow
7371,10256,1,like
7371,10652,1,like
7371,15375,1,follow
7371,8822,1,like
7371,8760,1,follow
7371,17079,1,follow
7371,6465,1,dislike
7371,1490,1,dislike
7371,8821,1,follow
7371,8312,1,follow
7371,11796,1,like
7371,16378,1,follow
7371,12412,1,follow
7371,7529,1,follow
7371,15381,1,like
7371,15023,1,like
7371,2875,1,dislike
15565,994,2,like
15565,15565,2,like
15565,11040,1,like
15565,12412,1,follow
15565,2128,1,follow
15565,16125,1,like
15565,1070,1,follow
15565,20282,1,like
15565,13513,1,follow
15565,16565,1,follow
15565,12766,1,follow
15565,20489,1,follow
15565,13823,1,follow
15565,7095,1,like
15565,1054,1,follow
15565,15556,1,like
15565,16708,1,follow
15565,1774,1,follow
15565,7456,1,follow
15565,7149,1,follow
15565,8166,1,like
15565,19363,1,dislike
15565,8872,1,like
15565,9181,1,like
15565,7250,1,dislike
15565,15918,1,follow
15565,6825,1,follow
15565,8020,1,dislike
15565,15249,1,like
15565,8918,1,follow
15565,16576,1,like
15565,15180,1,like
15565,8312,1,dislike
15565,14478,1,like
15565,117,1,follow
15565,8766,1,dislike
15565,18738,1,follow
15565,8926,1,dislike
15565,8790,1,like
15565,7748,1,follow
15565,1810,1,dislike
15565,3876,1,follow
15565,16486,1,like
15565,19209,1,follow
15565,1027,1,like
15565,15561,1,like
7377,15918,1,dislike
7377,191,1,like
7377,1490,1,like
7377,10466,1,follow
7377,6599,1,like
7377,12412,1,follow
7377,6298,1,like
7377,1254,1,follow
7377,14855,1,like
7377,7210,1,like
7377,7715,1,like
7377,8214,1,like
7377,7758,1,follow
7377,12485,1,like
7377,14488,1,follow
7377,13391,1,dislike
7377,13830,1,like
15573,7748,1,follow
15573,12412,1,like
15573,19209,1,follow
15573,1059,1,like
15573,1075,1,follow
15578,8656,1,like
15578,11693,1,follow
15578,15185,1,follow
15578,1846,1,follow
15578,8822,1,follow
15578,18738,1,like
15578,7849,1,like
15578,6463,1,like
15578,8026,1,follow
15578,11966,1,like
15578,16310,1,like
15578,8044,1,follow
15578,12168,1,like
15578,15918,1,follow
15578,16690,1,follow
15578,12412,1,unfollow
15578,1490,1,follow
15578,994,1,follow
15578,13823,2,like
15578,11477,1,follow
15578,16660,1,like
15578,1352,1,dislike
15578,991,1,like
15578,6439,1,follow
15579,15957,1,like
15579,10159,1,follow
15579,19873,1,like
15579,12412,1,like
15579,15893,1,dislike
15579,15579,1,dislike
15579,8782,1,follow
15579,8984,1,like
15579,2845,1,like
15579,19209,1,follow
15581,9633,1,dislike
15581,8312,1,dislike
15581,7748,1,follow
15581,2226,2,like
15581,16378,1,dislike
15581,8166,1,follow
15581,14182,1,dislike
7393,9534,1,follow
7393,15911,1,follow
7393,12412,1,follow
7393,13860,1,follow
7393,8312,1,follow
7393,8766,1,like
7393,6288,1,like
7393,8050,1,follow
7393,16016,1,follow
7393,15918,1,like
7393,9988,1,dislike
7393,1842,1,dislike
7393,12390,1,follow
7393,6465,1,like
7393,15985,1,like
7393,19209,1,follow
7393,14451,1,like
7393,16169,1,follow
7393,6599,1,follow
7393,8451,1,like
7393,13498,1,follow
15587,1139,1,follow
15587,15252,1,like
15587,15587,1,like
15590,13870,1,follow
15590,191,1,dislike
7399,20435,1,follow
7399,8901,5,like
7399,87,2,like
7399,11958,1,follow
7399,8009,1,follow
7399,7456,1,dislike
7399,16792,1,like
7399,8865,1,follow
7399,7226,1,follow
7399,8926,1,follow
7399,13391,1,dislike
7399,8643,2,like
7399,12068,1,follow
7399,12167,2,like
7399,16682,1,follow
7399,9885,1,like
7399,12168,1,follow
7399,16125,1,follow
7399,9167,1,like
7399,7399,5,like
7399,1103,1,follow
7399,10342,1,follow
7399,11936,1,follow
7399,15023,1,follow
7399,11811,1,like
7399,8439,1,follow
7399,11608,1,follow
7399,9427,1,follow
7399,16375,1,follow
7399,16676,2,like
7399,8653,1,follow
7399,16088,1,follow
7399,11850,1,follow
7399,10815,1,follow
7399,1821,1,dislike
7399,10537,1,like
7399,15081,1,follow
7399,6599,1,dislike
7399,10859,1,like
7399,19209,1,follow
7399,14495,1,follow
7399,9452,1,like
7399,895,1,follow
7399,15168,1,follow
7399,14451,1,follow
7399,8841,1,like
7399,992,1,follow
7399,12288,1,follow
7399,9619,5,like
7399,7088,1,like
7399,8036,1,follow
7399,1047,1,follow
7399,991,1,like
7399,18527,1,like
7399,2399,1,follow
7399,8026,1,follow
7399,13998,1,follow
7399,8830,1,like
7399,16020,1,follow
7399,16647,1,follow
7399,10211,1,like
7399,8714,1,like
7399,8813,1,like
7399,10490,1,dislike
7399,16193,1,follow
7399,9884,1,like
7399,1153,1,follow
7399,8025,1,like
7399,15638,1,dislike
7399,8877,1,follow
7399,8682,1,dislike
7399,14895,1,dislike
7399,8756,1,follow
7399,7797,1,follow
7399,13896,1,follow
7399,17127,1,like
7399,1359,1,follow
7399,16675,1,like
7399,16492,1,like
7399,16755,1,follow
7399,13865,1,follow
7399,999,1,follow
7399,16310,1,like
7399,12064,1,like
7399,7506,1,follow
7399,14463,1,like
7399,16607,1,like
7399,6622,1,follow
7399,8286,1,follow
7399,12412,1,follow
7399,16913,1,like
7399,15040,1,like
7399,2128,1,like
15591,12412,1,like
15591,8831,1,like
15593,8164,1,like
15593,14832,1,like
15593,15593,1,dislike
15593,14530,1,follow
7402,13834,1,like
7402,12412,1,follow
7402,14910,1,like
7402,1984,1,like
7402,14491,1,like
7402,17645,1,like
7402,7402,2,like
7402,16125,1,dislike
7402,20342,1,follow
7402,13830,1,follow
7404,6622,1,like
7404,11468,1,like
7404,12412,1,follow
7404,8802,1,follow
7404,8877,1,like
7404,523,1,like
7404,6465,1,like
7404,6298,1,like
7404,13552,1,like
7404,6629,1,dislike
7404,13830,1,follow
7404,1070,1,dislike
15601,1070,1,like
15601,17004,1,follow
15601,10271,1,like
15601,6599,1,like
15601,13552,1,dislike
15602,6288,1,dislike
15602,16607,1,like
15602,19209,1,follow
15602,9530,1,like
15602,10271,1,like
15602,11215,1,like
15602,16576,1,follow
15602,11850,1,follow
15602,8734,1,dislike
15613,7273,1,like
15613,19191,1,follow
15613,8346,1,like
15613,9904,1,follow
15613,9831,1,follow
15613,13031,1,like
15614,11012,1,like
15614,1490,1,like
15614,6622,1,follow
15618,13981,1,like
15618,15618,1,like
15618,7399,1,like
15618,10490,1,like
15618,10757,1,follow
15618,8817,1,follow
15618,8654,1,like
15618,17813,1,follow
15618,9452,1,follow
15618,15963,1,like
7428,12412,1,follow
7428,7428,1,like
7428,1028,1,like
7428,9630,1,follow
7428,12495,1,follow
7428,9534,1,like
7428,6463,1,follow
7428,8312,1,follow
7428,19209,1,follow
7428,17171,1,dislike
7428,8895,1,dislike
7428,15965,1,follow
15620,2196,1,follow
15620,8994,1,dislike
15620,2224,1,like
15624,15624,1,like
15624,2872,1,follow
15624,9765,1,follow
15624,170,1,follow
15624,16020,1,like
15624,6463,1,like
15624,11953,1,like
15624,9630,1,follow
15624,19209,1,unfollow
15624,15185,1,like
15624,11966,1,follow
15624,9068,1,follow
15624,950,1,follow
15624,12177,1,like
15624,11957,1,follow
15624,17615,1,like
15624,16158,1,follow
15624,19873,1,dislike
15624,14119,1,like
15624,9534,2,follow
15624,9884,1,follow
15624,6622,1,like
15624,8817,1,follow
15624,15579,1,follow
15624,16676,1,follow
15624,6599,1,follow
15624,14451,1,follow
15624,8193,1,like
15624,12203,1,like
15624,8267,1,follow
15624,7720,1,like
15624,15914,1,follow
15624,8877,1,follow
15624,13941,1,like
15624,16204,1,follow
15624,1490,1,like
15624,1922,1,like
15624,8317,1,like
15624,15168,1,like
15624,12412,1,follow
15624,447,1,unfollow
15624,8312,1,follow
15624,3793,1,follow
15624,16650,1,dislike
15624,1244,1,follow
15624,7069,1,dislike
7433,20282,1,follow
7433,10258,1,follow
7433,9427,1,follow
7433,11388,1,like
7433,1924,1,like
7433,6629,1,like
7433,10947,1,like
7433,8790,1,like
7433,8417,1,follow
7433,12412,1,follow
7433,7778,1,dislike
15627,11518,1,follow
15627,16125,1,like
15627,16676,1,follow
15627,15070,1,follow
15627,7217,1,like
15627,13823,1,like
15627,8774,1,follow
15627,7399,1,like
15627,15627,1,dislike
15627,522,1,follow
15627,19209,1,like
15627,10859,1,follow
15627,12412,1,follow
15627,1528,1,like
15627,6567,1,dislike
15627,12111,2,like
15627,6629,1,like
15627,8366,1,like
15627,991,1,dislike
15627,8984,1,follow
15627,7049,1,like
15627,283,1,follow
15627,8707,1,follow
15627,6465,1,follow
15627,15118,1,follow
15627,17203,1,like
15627,13503,1,follow
15627,13513,1,follow
15627,168,1,follow
15627,7834,1,like
15627,7210,1,like
15627,14910,1,like
15630,10835,1,follow
15630,1103,1,like
15630,9610,3,dislike
15630,16228,1,like
15630,1077,1,like
15630,8901,1,follow
15630,13984,1,like
15630,15630,2,like
15630,13385,1,like
15630,13998,1,like
15630,11796,1,like
15630,2933,2,like
15630,8664,1,like
15630,7332,1,like
15630,8044,1,like
7440,10822,1,follow
7440,7440,4,like
7440,7460,1,follow
7440,7506,1,like
7440,14254,1,like
7440,8854,1,like
7440,10947,1,follow
7440,11207,1,follow
7440,7404,1,like
7440,6930,1,follow
7442,15587,1,like
7442,14440,1,follow
7442,7741,1,like
7442,447,1,dislike
7442,3793,1,like
7442,9630,1,follow
7442,2784,1,like
7442,8193,1,follow
7442,7442,1,like
7442,1070,1,follow
7442,16228,1,dislike
7442,16602,1,dislike
7442,13830,1,follow
7443,17151,1,follow
7443,1103,1,follow
7443,7443,3,like
7443,12168,1,follow
7443,11672,1,follow
7443,2764,1,like
7443,2857,1,follow
7443,16676,1,like
7443,10258,1,follow
7443,13736,1,like
7443,10251,1,like
7443,8055,1,follow
7443,15455,1,like
7443,10256,1,follow
7443,8901,1,like
7443,9690,1,follow
7443,15957,1,follow
7443,12412,1,follow
7443,8835,1,like
7443,6332,1,like
7443,15909,1,dislike
7443,7716,1,like
7443,10459,1,dislike
7443,16650,1,dislike
7443,8821,1,follow
7443,7171,1,follow
7443,1917,1,dislike
7443,14907,2,like
7443,6465,1,follow
7443,6629,1,like
7443,672,1,dislike
7443,14175,1,dislike
15638,10256,1,like
15638,11929,1,follow
15638,2391,1,like
15638,2224,1,like
15638,12412,1,like
15638,16676,1,like
15638,16728,1,follow
15638,15375,1,follow
15638,8653,1,like
15638,10302,1,follow
15638,9939,1,like
15638,8905,1,like
15638,8901,1,follow
15638,2843,1,like
15638,14163,1,dislike
15638,16913,1,like
15638,2087,1,like
15638,1938,1,follow
15638,7399,1,dislike
15638,13916,1,like
15638,15638,2,like
15638,6648,1,follow
15638,16602,1,follow
15638,7095,1,dislike
15638,14993,1,like
15638,2514,1,like
15638,19209,2,follow
15638,13391,1,like
15638,3793,1,follow
7446,20358,1,follow
7446,15023,1,like
7446,20576,1,follow
7446,12168,1,follow
7446,7446,1,like
7446,1035,1,follow
7446,16690,1,like
7446,11596,1,follow
7446,10335,1,follow
7446,14907,1,follow
7446,14160,1,follow
7446,14910,2,like
7446,2314,1,like
7446,8833,1,like
7446,6599,1,like
7446,8819,1,follow
7446,12412,1,like
7446,14287,1,follow
7446,16492,1,dislike
7446,7228,1,follow
